# Migration is number of nodes that have changed color.

Round		Edge-Cut		Swaps		Migrations		Skipped
0		6490		1859		2649
1		5445		2594		2963
2		4881		3086		3090
3		4513		3475		3166
4		4175		3806		3178
5		3952		4059		3199
6		3800		4295		3229
7		3639		4485		3227
8		3512		4656		3252
9		3370		4804		3256
10		3276		4961		3271
11		3196		5104		3294
12		3147		5236		3286
13		3033		5344		3288
14		2971		5457		3321
15		2928		5574		3334
16		2862		5689		3338
17		2825		5788		3344
18		2788		5892		3352
19		2747		5978		3351
20		2659		6076		3349
21		2599		6166		3349
22		2565		6230		3360
23		2525		6303		3376
24		2486		6378		3385
25		2463		6438		3380
26		2419		6503		3363
27		2368		6555		3379
28		2325		6612		3378
29		2295		6672		3380
30		2269		6721		3377
31		2253		6766		3371
32		2229		6823		3368
33		2214		6875		3367
34		2190		6926		3374
35		2165		6971		3367
36		2144		7014		3380
37		2156		7050		3383
38		2150		7092		3384
39		2139		7126		3392
40		2109		7172		3390
41		2096		7207		3386
42		2063		7249		3384
43		2022		7282		3384
44		2025		7320		3382
45		2028		7351		3380
46		2021		7384		3382
47		1997		7409		3388
48		1973		7439		3395
49		1978		7465		3389
50		1966		7504		3394
51		1948		7545		3401
52		1938		7581		3392
53		1923		7611		3392
54		1906		7636		3386
55		1901		7666		3397
56		1880		7692		3390
57		1873		7718		3386
58		1870		7738		3389
59		1851		7768		3394
60		1846		7793		3393
61		1833		7821		3396
62		1836		7845		3395
63		1825		7870		3386
64		1817		7892		3390
65		1796		7915		3396
66		1779		7934		3397
67		1772		7956		3401
68		1770		7970		3396
69		1752		7992		3391
70		1729		8015		3389
71		1712		8038		3388
72		1701		8057		3392
73		1691		8067		3393
74		1670		8081		3394
75		1670		8087		3395
76		1654		8105		3393
77		1643		8124		3394
78		1638		8138		3393
79		1626		8151		3397
80		1616		8165		3395
81		1615		8175		3395
82		1616		8179		3397
83		1611		8191		3400
84		1612		8201		3396
85		1606		8209		3401
86		1590		8222		3400
87		1590		8224		3403
88		1589		8236		3404
89		1576		8249		3402
90		1573		8256		3404
91		1562		8262		3404
92		1561		8269		3404
93		1556		8277		3399
94		1544		8291		3406
95		1542		8303		3410
96		1536		8311		3408
97		1534		8320		3407
98		1532		8327		3405
99		1529		8334		3406
100		1526		8338		3407
101		1515		8345		3407
102		1505		8355		3405
103		1495		8366		3409
104		1481		8378		3407
105		1466		8389		3405
106		1460		8395		3408
107		1452		8399		3407
108		1448		8403		3404
109		1437		8410		3403
110		1435		8414		3403
111		1429		8418		3404
112		1422		8423		3407
113		1421		8425		3407
114		1419		8427		3406
115		1414		8432		3409
116		1411		8437		3411
117		1406		8439		3411
118		1402		8444		3412
119		1399		8448		3413
120		1392		8453		3415
121		1390		8455		3412
122		1386		8459		3409
123		1386		8461		3407
124		1387		8462		3408
125		1384		8465		3408
126		1384		8467		3408
127		1384		8467		3408
128		1382		8470		3411
129		1383		8471		3411
130		1380		8473		3412
131		1378		8475		3411
132		1376		8476		3410
133		1378		8477		3411
134		1376		8479		3410
135		1376		8479		3410
136		1374		8480		3411
137		1374		8480		3411
138		1374		8480		3411
139		1373		8483		3408
140		1373		8483		3408
141		1368		8489		3405
142		1369		8490		3406
143		1364		8494		3404
144		1363		8496		3405
145		1363		8496		3405
146		1360		8497		3406
147		1360		8497		3406
148		1360		8497		3406
149		1360		8497		3406
